CocState,CoC,Coc\ID,HudNum,year,Organization ID,Organization Name,Project ID,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,address1,city,state,zip,Beds HH w/ Children,Units HH w/ Children,HMIS Beds HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,HMIS Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,HMIS Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Total Beds,Updated On,notes,projectNotes
OR,Oregon Balance of State CoC,1063,OR-505,2018,32751,"Jackson Street Youth Shelter, Inc.  (4065) [ROCC]",95684,Jackson Street Youth - Lin - RHY - Basic Center Program - ES (5040) [ROCC],ES,F,199113,C,YMF,NA,555 NW Jackson,Corvallis,OR,97330,0,0,0,0,0,,8,8,0,8,,2,2,,10,0,0,,,10,4/6/18 13:25,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32751,"Jackson Street Youth Shelter, Inc.  (4065) [ROCC]",110036,Jackson Street Youth - Next Step - TLP - TH (6276) [ROCC],TH,,419003,N,YMF,NA,555 NW JACKSON AVE,CORVALLIS,OR,97330,0,0,0,0,0,,8,8,0,8,,0,0,,8,,,,,8,4/6/18 14:40,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],85410,KLCAS - HIC - Kla - Warming Center - ES (4911) [ROCC],ES,F,419035,C,SMF+HC,NA,235 S Laguna St,Klamath Falls,OR,97601,5,5,0,0,0,,30,0,0,0,,0,0,,35,0,0,,,35,4/6/18 13:26,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],95754,KLCAS - KL - SSVF - C2015-OR-505A - RRH (5041) [ROCC],RRH,,419035,C,SMF+HC,NA,1803 Main St,Klamath Falls,OR,97601,15,3,15,15,0,,25,25,25,0,,0,0,,40,,,,,40,3/26/18 20:15,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],110175,KLCAS - KLA - COC - Home Matters - PHS (6144) [ROCC],PSH,,419035,C,SMF+HC,NA,1803 MAIN ST,KLAMATH FALLS,OR,97601,19,8,19,0,0,3,0,0,0,0,0,0,0,0,19,,,,,19,7/26/18 9:42,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],103428,KLCAS - LA - SSVF - C2015-OR-505A - RRH (5042) [ROCC],RRH,,419037,C,SMF+HC,NA,1803 MAIN ST,KLAMATH FALLS,OR,97601,0,0,0,0,0,,1,1,1,0,,0,0,,1,,,,,1,3/26/18 20:16,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],45482,KLCAS - Trailsview - PSH - SHELTERPOINT (3786) [ROCC],PSH,,419035,C,SMF,NA,1803 Main St,Klamath Falls,OR,97601,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,,,,,8,3/19/18 18:39,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],83254,KLCAS-HIC -Kla- -KFGM - ES (4558) [ROCC](,ES,F,419035,C,SMF+HC,NA,823 Walnut Ave,Klamath Falls,OR,97601,52,12,0,0,0,,50,0,0,0,,0,0,,102,0,0,,,102,3/12/18 19:49,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],103432,KLCAS-KC-OHCS-ESGP2015-RRH-RA (5176) [ROCC],RRH,,419035,C,SMF+HC,,1803 MAIN ST,KLAMATH FALLS,OR,97601,3,1,3,3,0,,1,1,1,0,,0,0,,4,,,,,4,3/26/18 20:09,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32747,Klamath Lake Community Action Services  (3582) [ROCC],110380,KLCAS-LC-OHCS-ESGP2015-RRH-RA (5188) [ROCC],RRH,,419037,C,SMF+HC,NA,2300 CLAIRMONT DR,Klamath Falls,OR,97601,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/26/18 20:13,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],95687,MCCAC - HIC - Helping Hands - ES (4549),ES,F,419027,C,SF,NA,312 E 4TH ST,THE DALLES,OR,97058,16,4,0,0,0,,5,0,0,0,,2,0,,23,0,0,,,23,3/12/18 19:59,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],95689,MCCAC - HIC - Hood River Warming Center - ES (5278),ES,F,419027,C,SMF+HC,NA,4140 Frontage Rd,Hood River,OR,97031,15,15,0,0,0,,0,0,0,0,,0,0,,15,12,12,10/1/16 0:00,3/31/17 0:00,15,4/3/18 16:34,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],101488,MCCAC - HIC - Solid Rock Ministries - TH  (4552) [ROCC],TH,,419065,C,SMF,NA,312 East 4th Street,The Dalles,OR,97058,0,0,0,0,0,,5,0,0,0,,0,0,,5,,,,,5,3/14/18 17:48,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],101459,MCCAC - HIC - The Dalles Warming Shelter - ES (5277) [ROCC],ES,F,419065,C,SMF,NA,312 E 4TH ST,THE DALLES,OR,97058,0,0,0,0,0,,19,0,0,0,,0,0,,19,0,0,,,19,4/3/18 16:35,The warming center was not open on the PIT night,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],110382,MCCAC - HR - SSVF - C2015-OR-505A - RHH (5062) [ROCC],RRH,,419027,C,SMF+HC,NA,312 E 4TH ST,THE DALLES,OR,97058,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/26/18 20:32,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],109973,MCCAC - OHCS - SHAP - ES (3576) [ROCC],ES,F,419027,C,SMF+HC,NA,312 E 4TH ST,THE DALLES,OR,97058,0,0,0,0,0,,2,2,0,0,,0,0,,2,0,0,,,2,3/13/18 11:27,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],110381,MCCAC - SH - SSVF - C2015-OR-505A - RRH (5064) [ROCC],RRH,,419055,C,SMF+HC,NA,312 E 4TH ST,THE DALLES,OR,97058,0,0,0,0,0,,1,1,1,0,,0,0,,1,,,,,1,3/26/18 20:25,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32757,Mid-Columbia Community Action Council (3531) [ROCC],95737,MCCAC - WA - SSVF - C2015-OR-505A - RRH (5063) [ROCC],RRH,,419065,C,SMF+HC,NA,312 East 4th Street,The Dalles,OR,97058,12,3,12,12,0,,8,8,8,0,,0,0,,20,,,,,20,3/26/18 20:29,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32758,Mid-Columbia Community Action Council (3531) [ROCC},28669,MCCAC - HIC - Oregon Trail Youth - SHELTERPOINT  - TH (3575) [ROCC],TH,,419065,C,YMF,NA,312 East 4th Street,The Dalles,OR,97058,4,2,4,0,4,,0,0,0,0,,0,0,,4,,,,,4,4/3/18 17:16,,This agency no longer uses ServicePoint.
OR,Oregon Balance of State CoC,1063,OR-505,2018,32756,Mid-Columbia Community Action Council (3531) [ROCCC],95709,MCCAC - HIC - Grace House - TH (4554),TH,,419065,C,SM,NA,312 East 4th Street,The Dalles,OR,97058,0,0,0,0,0,,7,0,0,0,,0,0,,7,,,,,7,4/6/18 14:57,This agency did not turn in PIT Forms this year to Mid-Columbia Community Action.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],101249,MWVCAA - Grace House New SHAP 16 (5711) ROCC,ES,F,419047,N,SMF,NA,1243 PEACE ST SE,SALEM,OR,97302,0,0,0,0,0,,10,10,0,0,,0,0,,10,0,0,,,10,3/13/18 11:42,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110812,MWVCAA - HIC - ESG- RRH (6492) [ROCC],RRH,,419047,C,SMF+HC,NA,615 COMMERCIAL ST NE,Marion,OR,97301,4,1,0,0,0,,2,0,0,0,,0,0,,6,,,,,6,7/26/18 9:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110056,MWVCAA - HIC - Shangri-La - New Options - TH (6436) [ROCC],TH,,419047,N,SMF+HC,NA,3500 HAWTHORNE AVE NE # 3508,SALEM,OR,97301,8,4,0,0,0,,14,0,0,0,,0,0,,22,,,,,22,4/3/18 17:17,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],103646,MWVCAA - HIC - SHIN - TH (5939) [ROCC],TH,,419047,C,SMF+HC,NA,1164 MADISON ST NE,SALEM,OR,97301,143,36,0,0,0,,3,0,0,0,,0,0,,146,,,,,146,4/6/18 14:42,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110817,MWVCAA - HIC - SSVF - RRH (6493) [ROCC],RRH,,419047,C,SMF+HC,NA,615 COMMERCIAL ST NE,SALEM,OR,97301,12,1,0,12,0,,7,0,7,0,,0,0,,19,,,,,19,7/26/18 9:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],101497,MWVCAA - HIC - St. Joseph - TH (5932) [ROCC],TH,,411200,C,SMF+HC,NA,925 S MAIN ST,MOUNT ANGEL,OR,97362,51,17,,0,0,,0,0,0,0,,0,0,,51,,,,,51,4/6/18 14:43,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],102891,MWVCAA - HIC - UGM Greer St.  - PSH (5913),PSH,,419047,N,CO,NA,1164 MADISON ST NE,SALEM,OR,97301,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,,,,,17,3/28/18 12:36,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],101498,MWVCAA - HIC - UGM Restoration House - TH (5944) [ROOC],TH,,419047,C,SMF,NA,345 COMMERCIAL ST NE,SALEM,OR,97301,0,0,0,0,0,,42,0,0,0,,0,0,,42,,,,,42,4/3/18 17:21,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],101489,MWVCAA - HIC SHA VASH (5916) [ROCC],PSH,,419047,C,SMF+HC,NA,1164 MADISON ST NE,SALEM,OR,97301,143,36,0,143,0,0,0,0,0,0,0,0,0,0,143,,,,,143,7/26/18 9:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],102890,MWVCAA - HIC UGM Greer St. Annex - PSH (5912),PSH,,419047,N,CO,NA,1164 MADISON ST NE,SALEM,OR,97301,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,,,,,5,3/28/18 12:37,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],90560,MWVCAA - MC - ARCHES PH-RRH-SHELTERPOINT (3550) [ROCC],RRH,,411200,C,SMF+HC,NA,615 COMMERCIAL ST NE,Salem,OR,97301,44,15,44,0,0,,31,31,0,0,,0,0,,75,,,,,75,4/3/18 13:56,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],58984,MWVCAA - MC - OHCS-ESGP2011.2-RRH-RA (3902) [ROCC],RRH,,419047,C,SMF+HC,NA,615 Commercial ST NE,Salem,OR,97301,2,1,2,0,0,,11,11,0,0,,0,0,,13,,,,,13,4/3/18 13:57,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110479,MWVCAA - MC - Resource Services - RRH-PH (6479) [ROCC],RRH,,419047,N,SMF+HC,NA,615 COMMERCIAL ST NE,Salem,OR,97301,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/3/18 14:00,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],102893,MWVCAA - OHA - RAP - RRH (5865) [ROCC],RRH,,411200,N,SMF+HC,NA,615 COMMERCIAL ST NE,SALEM,OR,97301,8,5,8,0,0,,29,29,0,0,,0,0,,37,,,,,37,4/3/18 13:59,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110470,MWVCAA - PC - ARCHES PH-RRH (5124) [ROCC],RRH,,419053,C,SMF+HC,NA,1164 MADISON ST NE,SALEM,OR,97301,0,0,0,0,0,,1,1,0,0,,0,0,,1,,,,,1,3/28/18 12:50,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110482,MWVCAA - PC - OHCS-ESGP2011.2-RRH-RA (5129) [ROCC],RRH,,419053,C,SMF+HC,NA,1164 MADISON ST NE,Salem,OR,97301,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/28/18 13:50,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110488,MWVCAA - PC - Resource Services - RRH (6478)[ROCC],RRH,,419053,N,SMF+HC,NA,182 SW ACADEMY ST STE 220,Dalles,OR,97338,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/28/18 13:51,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],90810,MWVCAA - SSVF (RRH)(4362) [ROCC],RRH,,419047,C,SMF+HC,NA,615 COMMERCIAL ST NE,Salem,OR,97301,25,7,25,25,0,,23,23,23,0,,0,0,,48,,,,,48,4/3/18 13:57,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110814,MWVCAA â€“ HIC â€“ OHA â€“ VRAP PSH (6494) [ROCC],PSH,,419047,C,SMF+HC,NA,615 COMMERCIAL ST NE,SALEM,OR,97301,52,32,0,0,0,0,48,0,0,0,0,0,0,0,100,,,,,100,4/3/18 14:13,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110815,MWVCAA â€“ HIC â€“ SHA HRAP OPH (6496) [ROCC],OPH,,419047,C,SMF,NA,615 COMMERCIAL ST NE,SALEM,OR,97301,0,0,0,0,0,,23,0,0,0,,0,0,,23,,,,,23,4/3/18 14:03,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],110478,MWVCAA â€“ MC â€“ Lottery Vets â€“ RRH (6447) [ROCC],RRH,,419047,N,SMF+HC,NA,615 Commercial ST NE,SALEM,OR,97301,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/3/18 13:59,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],85688,MWVCAA-HIC-Home of the Brave-TH (4905) [ROCC],TH,,411200,C,SM,NA,655 Cottage St NE,Salem,OR,97301,0,0,0,0,0,,5,0,0,0,,0,0,,5,,,,,5,4/3/18 17:21,This agency did not turn in PIT Forms this year to Mid-Willamette Valley Community Acton.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],59248,MWVCAA-HIC-NWHS Street Outreach Shelter-ES (4529) [ROCC],ES,F,419047,C,SMF,NA,694 Church St. NE,Salem,OR,97301,0,0,0,0,0,,15,0,0,15,,0,0,,15,0,0,,,15,4/3/18 16:42,This agency did not turn in PIT Forms this year to Mid-Willamette Valley Community Action.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],58930,MWVCAA-HIC-NWHS Transitional Living Program-TH (4532) [ROCC],TH,,419047,C,YMF,NA,694 Church St. NE,Salem,OR,97301,0,0,0,0,0,,11,0,0,11,,0,0,,11,,,,,11,7/26/18 9:35,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55874,MWVCAA-HIC-Polk County Parole & Probation-ES (4175) [ROCC],ES,F,419053,C,SM,NA,326 Main Street,Dallas,OR,97338,0,0,0,0,0,,3,0,0,0,,0,0,,3,0,0,,,3,3/13/18 11:48,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55896,MWVCAA-HIC-Salvation Army-TH (4513) [ROCC],TH,,411200,C,SMF,NA,1901 Front St NE,Salem,OR,97301,0,0,0,0,0,,83,0,0,0,,0,0,,83,,,,,83,4/3/18 17:23,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],68801,MWVCAA-HIC-SHA Chronically Homeless Disabled Vouchers-PSH (4534) [ROCC],PSH,,419047,C,SMF+HC,NA,360 Church St SE,Salem,OR,97301,15,3,0,15,0,0,6,0,6,0,0,0,0,0,21,,,,,21,3/28/18 18:29,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55887,MWVCAA-HIC-Shelly's House-TH (4127) [ROCC],TH,,411200,C,SF,NA,966 Capitol St NE,Salem,OR,97301,0,0,0,0,0,,18,0,0,0,,0,0,,18,,,,,18,3/14/18 18:20,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55888,MWVCAA-HIC-St. Francis Shelter-TH (4128) [ROCC],TH,,411200,C,HC,NA,1820 Berry Street SE,Salem,OR,97302,51,15,0,0,0,,0,0,0,0,,0,0,,51,,,,,51,4/3/18 17:24,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55889,MWVCAA-HIC-Titus 3-TH (4129) [ROCC],TH,,419053,C,SF,NA,121 NW Fairhaven,Dallas,OR,97338,0,0,0,0,0,,6,0,0,0,,0,0,,6,,,,,6,3/14/18 18:34,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55877,MWVCAA-HIC-UGM-Men's Shelter-ES (4132) [ROCC],ES,F,411200,C,SM,NA,345 Commercial Street NE,Salem,OR,97301,0,0,0,0,0,,114,0,0,0,,0,0,,114,0,0,,,114,3/13/18 14:34,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],85699,MWVCAA-HIC-UGM-Men's Shelter-TH (4130) [ROCC](,TH,,411200,C,SM,NA,345 Commercial Street NE,Salem,OR,97301,0,0,0,0,0,,95,0,0,0,,0,0,,95,,,,,95,3/14/18 18:36,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55879,MWVCAA-HIC-UGM-Simonka Place-ES (4134) [ROCC],ES,F,411200,C,SMF+HC,NA,5119 River Rd N,Salem,OR,97303,18,5,0,0,0,,78,0,0,0,,0,0,,96,0,0,,,96,3/13/18 14:37,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55904,MWVCAA-HIC-VET SHA-VASH HUD-PSH (4177) [ROCC],PSH,,419047,C,SMF+HC,NA,4622 Cherrytree Ct SE,Salem,OR,97317,20,6,0,20,0,0,48,0,48,0,0,0,0,0,68,,,,,68,7/26/18 9:32,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],58928,MWVCAA-HIC-Women at the Well - TH (4200) [ROCC],TH,,419047,C,SF,NA,1243 Peace St SE,Salem,OR,97306,0,0,0,0,0,,9,0,0,0,,0,0,,9,,,,,9,4/6/18 15:03,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55902,NWHS-HIC-HOAP Permanent Housing-PSH (4199) [ROCC],PSH,,411200,C,SMF,NA,694 Church St. NE,Salem,OR,97301,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,,,,,9,3/28/18 12:46,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30984,Mid-Willamette Valley Community Action Agency (3534) [ROCC],55893,Salem Interfaith Hospitality Network-ES-SHELTERPOINT (3538) [ROCC],ES,F,411200,C,HC,NA,1055 Edgewater St. NW,Salem,OR,97304,14,4,14,0,0,,0,0,0,0,,0,0,,14,0,0,,,14,4/17/18 14:51,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31812,Mid-Willamette Valley Community Action Agency - (3534) [ROCC,109975,MWVCAA - St. Francis New SHAP 16 - ES (5712) [ROCC,ES,F,419047,C,SMF+HC,NA,1820 BERRY ST SE,SALEM,OR,97302,8,3,8,0,0,,0,0,0,0,,2,0,,10,0,0,,,10,4/17/18 14:49,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31812,Mid-Willamette Valley Community Action Agency - (3534) [ROCC,110481,MWVCAA â€“ PC â€“ Lottery Vets â€“ RRH (6449) [ROCC],RRH,,419053,N,SMF+HC,NA,1164 MADISON ST NE,SALEM,OR,97301,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/28/18 13:47,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30985,Oregon Coast Community Action (3618) [ROCC],28752,ORCCA - Cos - COOLS - SHELTERPOINT - PSH (4936) [ROCC],PSH,,419011,C,SMF,NA,2111 Newmark Ave,Coos Bay,OR,97420,0,0,0,0,0,,7,7,0,0,7,0,0,0,7,,,,,7,3/19/18 18:45,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30985,Oregon Coast Community Action (3618) [ROCC],90819,ORCCA - Cos - SSVF - RRH (3907) [ROCC],RRH,,419011,C,SMF+HC,NA,2111 Newmark Ave,Coos Bay,OR,97420,19,5,19,19,0,,14,14,14,0,,0,0,,33,,,,,33,3/28/18 13:55,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30985,Oregon Coast Community Action (3618) [ROCC],85610,ORCCA - Cos -Family Transitions - RRH - SHELTERPOINT (4940) [ROCC],RRH,,419011,C,HC,NA,2111 Newmark Ave,Coos Bay,OR,97420,29,10,29,0,0,,5,5,0,0,,0,0,,34,,,,,34,3/28/18 13:57,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30985,Oregon Coast Community Action (3618) [ROCC],85895,ORCCA - Cur - COOLS - SHELTERPOINT - PSH (3660) [ROCC],PSH,,419015,C,SMF,NA,2111 Newmark Ave,Coos Bay,OR,97420,0,0,0,0,0,,3,3,0,0,3,0,0,0,3,,,,,3,3/19/18 18:46,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30985,Oregon Coast Community Action (3618) [ROCC],103431,ORCCA - Cur - SSVF - RRH (4950) [ROCC](4950),RRH,,419015,C,SMF+HC,NA,2111 NEWMARK AVE,COOS BAY,OR,97420,14,3,14,14,0,,4,4,4,0,,0,0,,18,,,,,18,7/26/18 9:34,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30985,Oregon Coast Community Action (3618) [ROCC],110493,ORCCA - Cur -Family Transitions - RRH SHELTERPOINT (3662) [ROCC](,RRH,,419015,C,SMF+HC,NA,2111 NEWMARK AVE,Coos Bay,OR,97420,3,1,3,0,0,,0,0,0,0,,0,0,,3,,,,,3,3/28/18 14:05,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30985,Oregon Coast Community Action (3618) [ROCC],95760,ORCCA - OHCS - Cos - ESGP - RRH-RA (4938) [ROCC],RRH,,419011,C,SMHC,NA,2111 Newmark Ave,Coos Bay,OR,97420,12,4,12,0,0,,2,2,0,0,,0,0,,14,,,,,14,3/28/18 13:59,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31230,Oregon Housing Opportunities in Partnership (OHOP) (3494) [ROCC],86612,OHOP - SHP-ROCC - SHELTERPOINT PSH (4722) [ROCC],PSH,,419047,C,SMF,HIV,,,OR,97301,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,,,,,10,7/26/18 9:43,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,41567,Salem Housing Authority (6119) [ROCC],110173,Salem Housing Authority - MC - HRAP - PSH (6121) [ROCC],OPH,,419047,N,SMF,NA,1901 FRONT ST NE,SALEM,OR,97301,0,0,0,0,0,,58,58,0,0,,0,0,,58,,,,,58,3/27/18 18:02,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,41567,Salem Housing Authority (6119) [ROCC],110174,Salem Housing Authority - PC - HRAP - PSH (6167) [ROCC],OPH,,419053,C,SMF,NA,1901 FRONT ST NE,SALEM,OR,97301,0,0,0,0,0,,13,13,0,0,,0,0,,13,,,,,13,3/27/18 18:03,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31231,Shangri-La Corporation (3541) [ROCC],55906,Shangri-La-SHAP 0-Permanent Supportive Housing Assistance Program-PSH-SHELTERPOINT (3572) [ROCC],PSH,,411200,C,SMF,NA,"4080 Reed Rd SE, Suite 150",Salem,OR,97302,9,3,9,0,0,0,12,12,0,0,2,0,0,0,21,,,,,21,3/28/18 18:37,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31231,Shangri-La Corporation (3541) [ROCC],55905,Shangri-La-SHAP 1-Bonus Project-PSH-SHELTERPOINT (3573) [ROCC],PSH,,411200,N,SMF,NA,"4080 Reed Rd SE, Suite 150",Salem,OR,97302,0,0,0,0,0,0,5,5,0,0,4,0,0,0,5,,,,,5,3/19/18 18:51,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31231,Shangri-La Corporation (3541) [ROCC],58977,Shangri-La-SHAP 2-Permanent Housing Expansion Project-PSH-SHELTERPOINT (4508) [ROCC],PSH,,411200,C,SMF,NA,"4080 Reed Rd SE, Suite 150",Salem,OR,97302,4,4,4,0,0,0,4,4,0,0,0,0,0,0,8,,,,,8,3/29/18 13:08,Over utilization of beds was due to family sizes bigger than predicted. Over utilization of units was due to making some budget changes and having the ability to serve additional individuals.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32749,St. Joseph Shelter (3539) [ROCC],55899,St. Joseph-Family Shelter-TH-SHELTERPOINT (3569) [ROCC],TH,,419047,C,HC,NA,925 S. Main St.,Mount Angel,OR,97362,51,17,33,0,0,,0,0,0,0,,0,0,,51,,,,,51,4/17/18 15:08,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31229,United Community Action Network (3470) [ROCC],95711,UCAN - JC - Walker House - TH SHELTERPOINT(5221),TH,,419033,C,SM,NA,280 Kenneth Ford Dr,Roseburg,OR,97470,0,0,0,0,0,,10,10,0,0,,0,0,,10,,,,,10,3/14/18 19:21,,
